ära `tuuwa;2
`pis'tis läbi;2
teeme suul `sooja;2
kätte andma;2
neli viis+kümmend;2
`jäettässe järele;2
ärja ees;2
`üütti esimest `korda maha;2
arenes `väl'la;2
kuvve `seitsme süllälise;2
läbi läksid;2
`piale lükkatta;2
`pandud `väl'la;2
suure maailma+sõea `aegas;2
`pandi sari siija ülese;2
`sesse `pandud;2
`ette `saatsid;2
koll=nel'i+kümmend `aastakka;2
terade järel;2
`seltsi `vöttad;2
`oovisin maa = seest `väl'ja;2
tulime *sellega keik üle;2
tükk `aiga;2
tagasi enam ei `tuudud;2
käis alt+pold ajude läbi;2
`tarvis on;2
`kinni keik `aksid;2
`valmis tegema;2
ei saa hal'l' kätte;2
maha `tehti;2
saavad `kätte;2
läksid `ukka;2
kivi `peale;2
*tõmmas jää *lahti;2
käisivad `ringi;2
teed tule maha;2
`tehti sedä+viis'i ärä;2
üle tii;2
`vöötti nee kurru=lönnad sehest `välja;2
`väl'la aeasid;2
`aetti vagu `lahti;2
kirjuttama üless;2
`pantti kevade `sisse;2
üles ärattada;2
`kaitki `tehtud;2
`nõudis läbi;2
uhab ära `puhtaks;2
kellä kuvve `aigu;2
maha tarida;2
`vastu `peavad;2
saanud selle us'si siis `kätte;2
mull=on juo pruut (.) vahittud;2
*püsti *pandu;2
löbu `peedut;2
*kaige esimäne;2
sai `pihta;2
maast madalast;2
läksin=et (.) tüttar+laste+`kuul'i külä+kuol'iss ärä;2
`toondgi tagasi;2
ess panõ tähele;2
`vällä tõmmatta;2
`pihta `akma;2
jüri+bäva aal;2
teha *valmis;2
`miele tulettamas;2
koha `peale;2
nuumikkutte iest;2
tulin tagasi;2
`keldre=jures;2
`võetse viimaseni (...) viimaseni `kinni;2
ku nor'm'i `jõudse täüs' kor'ada;2
`väl'la `minna;2
kahe+gümne naelane;2
õigub `appi;2
kolme `aastene;2
kardule `võtmese;2
metsa=pole;2
kivi sies;2
`võetti `vällä;2
`ümmer sarvette;2
see ol'l suurel `riidil;2
ütte=pää;2
tegime linad `val'mis;2
kehikku `sisse;2
tulevad sinna kevade kevade `väl'la;2
seene=`piale;2
tüü tegem'ine;2
otsa poolt;2
`selga `panna;2
kahele `poole;2
`lahti tuleb;2
kelle läbi;2
lükkand maha;2
tõmmatti ned sukkad ülesse;2
võttab `väl'jä;2
üle tulime;2
maha `ütlema;2
tömmetti sedasi (...) sada+visi `sirge;2
lükkad `ümber;2
toa `otsa;2
paneb tähele;2
osa `võtma;2
jääb kaa nüüd `siija `sisse;2
viisid ära;2
puu+pöranda=pele;2
müiri=peal;2
laksuttab `püs'si;2
ma lasen maha;2
paha (.) paha vaim;2
`kõige nooremp;2
ei ole `juttu ond;2
sugemese `alla;2
`tõusin ülesse;2
saab märja `valmis;2
kodu ligidal;2
`tömmand `tekki maha;2
aeand taga;2
pikkali `kukkusin;2
tehasse `valmis;2
kedrat'ti ära;2
kala `tahtmine;2
